Thread Type,Material,Size,Connection,QTY, Price ,"OFFSET
Factor","LONG PART >180""
Factor","LONG PART >120""
Factor",
VAM 21,LAS High Yield (>110MY),6.625,Box,2,762.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),6.625,Box,2,572.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),6.625,Box,2,1618.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,6.625,Box,2,1554.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,6.625,Box,2,1307.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),6.625,Box,5,1834.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),6.625,Box,5,2255.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),6.625,Box,5,1620.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),6.625,Box,5,2071.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,6.625,Box,5,1738.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,6.625,Box,5,965.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),6.625,Box,11,670.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),6.625,Box,11,527.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),6.625,Box,11,2443.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),6.625,Box,11,666.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,6.625,Box,11,1404.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,6.625,Box,11,1656.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),6.625,Box,31,2164.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),6.625,Box,31,510.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),6.625,Box,31,1081.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),6.625,Box,31,1941.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,6.625,Box,31,2070.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,6.625,Box,31,1958.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),6.625,Box,1,1964.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),6.625,Box,1,720.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),6.625,Box,1,911.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),6.625,Box,1,979.00,1.35,1.15,1.1,
VAM 21 HT,Stainless Steel,6.625,Box,1,2011.00,1.35,1.15,1.1,
VAM 21 HT,Ni Alloy,6.625,Box,1,1342.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),6.625,Box,2,1707.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),6.625,Box,2,1572.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),6.625,Box,2,990.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),6.625,Box,2,1109.00,1.35,1.15,1.1,
VAM 21 HT,Stainless Steel,6.625,Box,2,2369.00,1.35,1.15,1.1,
VAM 21 HT,Ni Alloy,6.625,Box,2,1937.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),6.625,Box,5,761.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),6.625,Box,5,1432.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),6.625,Box,5,857.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),6.625,Box,5,2271.00,1.35,1.15,1.1,
VAM 21 HT,Stainless Steel,6.625,Box,5,906.00,1.35,1.15,1.1,
VAM 21 HT,Ni Alloy,6.625,Box,5,2048.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),6.625,Box,11,2306.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),6.625,Box,11,1671.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),6.625,Box,11,1681.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),6.625,Box,11,1867.00,1.35,1.15,1.1,
VAM 21 HT,Stainless Steel,6.625,Box,11,2383.00,1.35,1.15,1.1,
VAM 21 HT,Ni Alloy,6.625,Box,11,2427.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),6.625,Box,31,1425.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),6.625,Box,31,2156.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),6.625,Box,31,1640.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),6.625,Box,31,1479.00,1.35,1.15,1.1,
VAM 21 HT,Stainless Steel,6.625,Box,31,1142.00,1.35,1.15,1.1,
VAM 21 HT,Ni Alloy,6.625,Box,31,1420.00,1.35,1.15,1.1,
VAM FJL,LAS Low Yield (<110MY),6.625,Box,1,2165.00,1.35,1.15,1.1,
VAM FJL,LAS High Yield (>110MY),6.625,Box,1,1533.00,1.35,1.15,1.1,
VAM FJL,Low Chrome (up to 13CR),6.625,Box,1,1815.00,1.35,1.15,1.1,
VAM FJL,High Chrome (S13CR and up),6.625,Box,1,1445.00,1.35,1.15,1.1,
VAM FJL,Stainless Steel,6.625,Box,1,1694.00,1.35,1.15,1.1,
VAM FJL,Ni Alloy,6.625,Box,1,509.00,1.35,1.15,1.1,
VAM FJL,LAS Low Yield (<110MY),6.625,Box,2,507.00,1.35,1.15,1.1,
VAM FJL,LAS High Yield (>110MY),6.625,Box,2,2290.00,1.35,1.15,1.1,
VAM FJL,Low Chrome (up to 13CR),6.625,Box,2,806.00,1.35,1.15,1.1,
VAM FJL,High Chrome (S13CR and up),6.625,Box,2,2466.00,1.35,1.15,1.1,
VAM FJL,Stainless Steel,6.625,Box,2,1758.00,1.35,1.15,1.1,
VAM FJL,Ni Alloy,6.625,Box,2,2429.00,1.35,1.15,1.1,
VAM FJL,LAS Low Yield (<110MY),6.625,Box,5,1140.00,1.35,1.15,1.1,
VAM FJL,LAS High Yield (>110MY),6.625,Box,5,2369.00,1.35,1.15,1.1,
VAM FJL,Low Chrome (up to 13CR),6.625,Box,5,1283.00,1.35,1.15,1.1,
VAM FJL,High Chrome (S13CR and up),6.625,Box,5,1179.00,1.35,1.15,1.1,
VAM FJL,Stainless Steel,6.625,Box,5,688.00,1.35,1.15,1.1,
VAM FJL,Ni Alloy,6.625,Box,5,1157.00,1.35,1.15,1.1,
VAM FJL,LAS Low Yield (<110MY),6.625,Box,11,853.00,1.35,1.15,1.1,
VAM FJL,LAS High Yield (>110MY),6.625,Box,11,1369.00,1.35,1.15,1.1,
VAM FJL,Low Chrome (up to 13CR),6.625,Box,11,1925.00,1.35,1.15,1.1,
VAM FJL,High Chrome (S13CR and up),6.625,Box,11,917.00,1.35,1.15,1.1,
VAM FJL,Stainless Steel,6.625,Box,11,1170.00,1.35,1.15,1.1,
VAM FJL,Ni Alloy,6.625,Box,11,1945.00,1.35,1.15,1.1,
VAM FJL,LAS Low Yield (<110MY),6.625,Box,31,1319.00,1.35,1.15,1.1,
VAM FJL,LAS High Yield (>110MY),6.625,Box,31,707.00,1.35,1.15,1.1,
VAM FJL,Low Chrome (up to 13CR),6.625,Box,31,1689.00,1.35,1.15,1.1,
VAM FJL,High Chrome (S13CR and up),6.625,Box,31,1559.00,1.35,1.15,1.1,
VAM FJL,Stainless Steel,6.625,Box,31,1975.00,1.35,1.15,1.1,
VAM FJL,Ni Alloy,6.625,Box,31,1735.00,1.35,1.15,1.1,
VAM INSIDE,LAS Low Yield (<110MY),6.625,Box,1,2152.00,1.35,1.15,1.1,
VAM INSIDE,LAS High Yield (>110MY),6.625,Box,1,972.00,1.35,1.15,1.1,
VAM INSIDE,Low Chrome (up to 13CR),6.625,Box,1,2190.00,1.35,1.15,1.1,
VAM INSIDE,High Chrome (S13CR and up),6.625,Box,1,1427.00,1.35,1.15,1.1,
VAM INSIDE,Stainless Steel,6.625,Box,1,2440.00,1.35,1.15,1.1,
VAM INSIDE,Ni Alloy,6.625,Box,1,2305.00,1.35,1.15,1.1,
VAM INSIDE,LAS Low Yield (<110MY),6.625,Box,2,1099.00,1.35,1.15,1.1,
VAM INSIDE,LAS High Yield (>110MY),6.625,Box,2,1852.00,1.35,1.15,1.1,
VAM INSIDE,Low Chrome (up to 13CR),6.625,Box,2,1394.00,1.35,1.15,1.1,
VAM INSIDE,High Chrome (S13CR and up),6.625,Box,2,1438.00,1.35,1.15,1.1,
VAM INSIDE,Stainless Steel,6.625,Box,2,2004.00,1.35,1.15,1.1,
VAM INSIDE,Ni Alloy,6.625,Box,2,1792.00,1.35,1.15,1.1,
VAM INSIDE,LAS Low Yield (<110MY),6.625,Box,5,2310.00,1.35,1.15,1.1,
VAM INSIDE,LAS High Yield (>110MY),6.625,Box,5,1132.00,1.35,1.15,1.1,
VAM INSIDE,Low Chrome (up to 13CR),6.625,Box,5,2085.00,1.35,1.15,1.1,
VAM INSIDE,High Chrome (S13CR and up),6.625,Box,5,2290.00,1.35,1.15,1.1,
VAM INSIDE,Stainless Steel,6.625,Box,5,1284.00,1.35,1.15,1.1,
VAM INSIDE,Ni Alloy,6.625,Box,5,1094.00,1.35,1.15,1.1,
VAM INSIDE,LAS Low Yield (<110MY),6.625,Box,11,1871.00,1.35,1.15,1.1,
VAM INSIDE,LAS High Yield (>110MY),6.625,Box,11,820.00,1.35,1.15,1.1,
VAM INSIDE,Low Chrome (up to 13CR),6.625,Box,11,786.00,1.35,1.15,1.1,
VAM INSIDE,High Chrome (S13CR and up),6.625,Box,11,842.00,1.35,1.15,1.1,
VAM INSIDE,Stainless Steel,6.625,Box,11,638.00,1.35,1.15,1.1,
VAM INSIDE,Ni Alloy,6.625,Box,11,1485.00,1.35,1.15,1.1,
VAM INSIDE,LAS Low Yield (<110MY),6.625,Box,31,1725.00,1.35,1.15,1.1,
VAM INSIDE,LAS High Yield (>110MY),6.625,Box,31,2061.00,1.35,1.15,1.1,
VAM INSIDE,Low Chrome (up to 13CR),6.625,Box,31,1031.00,1.35,1.15,1.1,
VAM INSIDE,High Chrome (S13CR and up),6.625,Box,31,2058.00,1.35,1.15,1.1,
VAM INSIDE,Stainless Steel,6.625,Box,31,858.00,1.35,1.15,1.1,
VAM INSIDE,Ni Alloy,6.625,Box,31,1552.00,1.35,1.15,1.1,
VAM SLIJ II,LAS Low Yield (<110MY),6.625,Box,1,1748.00,1.35,1.15,1.1,
VAM SLIJ II,LAS High Yield (>110MY),6.625,Box,1,2437.00,1.35,1.15,1.1,
VAM SLIJ II,Low Chrome (up to 13CR),6.625,Box,1,2352.00,1.35,1.15,1.1,
VAM SLIJ II,High Chrome (S13CR and up),6.625,Box,1,1767.00,1.35,1.15,1.1,
VAM SLIJ II,Stainless Steel,6.625,Box,1,1051.00,1.35,1.15,1.1,
VAM SLIJ II,Ni Alloy,6.625,Box,1,1705.00,1.35,1.15,1.1,
VAM SLIJ II,LAS Low Yield (<110MY),6.625,Box,2,1900.00,1.35,1.15,1.1,
VAM SLIJ II,LAS High Yield (>110MY),6.625,Box,2,2242.00,1.35,1.15,1.1,
VAM SLIJ II,Low Chrome (up to 13CR),6.625,Box,2,1704.00,1.35,1.15,1.1,
VAM SLIJ II,High Chrome (S13CR and up),6.625,Box,2,1685.00,1.35,1.15,1.1,
VAM SLIJ II,Stainless Steel,6.625,Box,2,2246.00,1.35,1.15,1.1,
VAM SLIJ II,Ni Alloy,6.625,Box,2,836.00,1.35,1.15,1.1,
VAM SLIJ II,LAS Low Yield (<110MY),6.625,Box,5,1029.00,1.35,1.15,1.1,
VAM SLIJ II,LAS High Yield (>110MY),6.625,Box,5,515.00,1.35,1.15,1.1,
VAM SLIJ II,Low Chrome (up to 13CR),6.625,Box,5,1741.00,1.35,1.15,1.1,
VAM SLIJ II,High Chrome (S13CR and up),6.625,Box,5,1124.00,1.35,1.15,1.1,
VAM SLIJ II,Stainless Steel,6.625,Box,5,570.00,1.35,1.15,1.1,
VAM SLIJ II,Ni Alloy,6.625,Box,5,1207.00,1.35,1.15,1.1,
VAM SLIJ II,LAS Low Yield (<110MY),6.625,Box,11,2125.00,1.35,1.15,1.1,
VAM SLIJ II,LAS High Yield (>110MY),6.625,Box,11,2065.00,1.35,1.15,1.1,
VAM SLIJ II,Low Chrome (up to 13CR),6.625,Box,11,1040.00,1.35,1.15,1.1,
VAM SLIJ II,High Chrome (S13CR and up),6.625,Box,11,738.00,1.35,1.15,1.1,
VAM SLIJ II,Stainless Steel,6.625,Box,11,789.00,1.35,1.15,1.1,
VAM SLIJ II,Ni Alloy,6.625,Box,11,555.00,1.35,1.15,1.1,
VAM SLIJ II,LAS Low Yield (<110MY),6.625,Box,31,941.00,1.35,1.15,1.1,
VAM SLIJ II,LAS High Yield (>110MY),6.625,Box,31,1513.00,1.35,1.15,1.1,
VAM SLIJ II,Low Chrome (up to 13CR),6.625,Box,31,2128.00,1.35,1.15,1.1,
VAM SLIJ II,High Chrome (S13CR and up),6.625,Box,31,1577.00,1.35,1.15,1.1,
VAM SLIJ II,Stainless Steel,6.625,Box,31,1065.00,1.35,1.15,1.1,
VAM SLIJ II,Ni Alloy,6.625,Box,31,1575.00,1.35,1.15,1.1,
VAM TOP,LAS Low Yield (<110MY),6.625,Box,1,1550.00,1.35,1.15,1.1,
VAM TOP,LAS High Yield (>110MY),6.625,Box,1,2173.00,1.35,1.15,1.1,
VAM TOP,Low Chrome (up to 13CR),6.625,Box,1,1455.00,1.35,1.15,1.1,
VAM TOP,High Chrome (S13CR and up),6.625,Box,1,927.00,1.35,1.15,1.1,
VAM TOP,Stainless Steel,6.625,Box,1,1833.00,1.35,1.15,1.1,
VAM TOP,Ni Alloy,6.625,Box,1,1246.00,1.35,1.15,1.1,
VAM TOP,LAS Low Yield (<110MY),6.625,Box,2,1174.00,1.35,1.15,1.1,
VAM TOP,LAS High Yield (>110MY),6.625,Box,2,1059.00,1.35,1.15,1.1,
VAM TOP,Low Chrome (up to 13CR),6.625,Box,2,2383.00,1.35,1.15,1.1,
VAM TOP,High Chrome (S13CR and up),6.625,Box,2,2131.00,1.35,1.15,1.1,
VAM TOP,Stainless Steel,6.625,Box,2,1291.00,1.35,1.15,1.1,
VAM TOP,Ni Alloy,6.625,Box,2,2180.00,1.35,1.15,1.1,
VAM TOP,LAS Low Yield (<110MY),6.625,Box,5,1154.00,1.35,1.15,1.1,
VAM TOP,LAS High Yield (>110MY),6.625,Box,5,785.00,1.35,1.15,1.1,
VAM TOP,Low Chrome (up to 13CR),6.625,Box,5,2290.00,1.35,1.15,1.1,
VAM TOP,High Chrome (S13CR and up),6.625,Box,5,1449.00,1.35,1.15,1.1,
VAM TOP,Stainless Steel,6.625,Box,5,1443.00,1.35,1.15,1.1,
VAM TOP,Ni Alloy,6.625,Box,5,1192.00,1.35,1.15,1.1,
VAM TOP,LAS Low Yield (<110MY),6.625,Box,11,1784.00,1.35,1.15,1.1,
VAM TOP,LAS High Yield (>110MY),6.625,Box,11,841.00,1.35,1.15,1.1,
VAM TOP,Low Chrome (up to 13CR),6.625,Box,11,1304.00,1.35,1.15,1.1,
VAM TOP,High Chrome (S13CR and up),6.625,Box,11,2053.00,1.35,1.15,1.1,
VAM TOP,Stainless Steel,6.625,Box,11,2480.00,1.35,1.15,1.1,
VAM TOP,Ni Alloy,6.625,Box,11,1438.00,1.35,1.15,1.1,
VAM TOP,LAS Low Yield (<110MY),6.625,Box,31,2231.00,1.35,1.15,1.1,
VAM TOP,LAS High Yield (>110MY),6.625,Box,31,670.00,1.35,1.15,1.1,
VAM TOP,Low Chrome (up to 13CR),6.625,Box,31,1362.00,1.35,1.15,1.1,
VAM TOP,High Chrome (S13CR and up),6.625,Box,31,625.00,1.35,1.15,1.1,
VAM TOP,Stainless Steel,6.625,Box,31,1507.00,1.35,1.15,1.1,
VAM TOP,Ni Alloy,6.625,Box,31,1688.00,1.35,1.15,1.1,
VAM TOP HC,LAS Low Yield (<110MY),6.625,Box,1,1117.00,1.35,1.15,1.1,
VAM TOP HC,LAS High Yield (>110MY),6.625,Box,1,2251.00,1.35,1.15,1.1,
VAM TOP HC,Low Chrome (up to 13CR),6.625,Box,1,1811.00,1.35,1.15,1.1,
VAM TOP HC,High Chrome (S13CR and up),6.625,Box,1,2358.00,1.35,1.15,1.1,
VAM TOP HC,Stainless Steel,6.625,Box,1,1241.00,1.35,1.15,1.1,
VAM TOP HC,Ni Alloy,6.625,Box,1,1456.00,1.35,1.15,1.1,
VAM TOP HC,LAS Low Yield (<110MY),6.625,Box,2,1292.00,1.35,1.15,1.1,
VAM TOP HC,LAS High Yield (>110MY),6.625,Box,2,1681.00,1.35,1.15,1.1,
VAM TOP HC,Low Chrome (up to 13CR),6.625,Box,2,2057.00,1.35,1.15,1.1,
VAM TOP HC,High Chrome (S13CR and up),6.625,Box,2,667.00,1.35,1.15,1.1,
VAM TOP HC,Stainless Steel,6.625,Box,2,2001.00,1.35,1.15,1.1,
VAM TOP HC,Ni Alloy,6.625,Box,2,1506.00,1.35,1.15,1.1,
VAM TOP HC,LAS Low Yield (<110MY),6.625,Box,5,2460.00,1.35,1.15,1.1,
VAM TOP HC,LAS High Yield (>110MY),6.625,Box,5,703.00,1.35,1.15,1.1,
VAM TOP HC,Low Chrome (up to 13CR),6.625,Box,5,1080.00,1.35,1.15,1.1,
VAM TOP HC,High Chrome (S13CR and up),6.625,Box,5,1172.00,1.35,1.15,1.1,
VAM TOP HC,Stainless Steel,6.625,Box,5,1544.00,1.35,1.15,1.1,
VAM TOP HC,Ni Alloy,6.625,Box,5,857.00,1.35,1.15,1.1,
VAM TOP HC,LAS Low Yield (<110MY),6.625,Box,11,948.00,1.35,1.15,1.1,
VAM TOP HC,LAS High Yield (>110MY),6.625,Box,11,967.00,1.35,1.15,1.1,
VAM TOP HC,Low Chrome (up to 13CR),6.625,Box,11,1851.00,1.35,1.15,1.1,
VAM TOP HC,High Chrome (S13CR and up),6.625,Box,11,2186.00,1.35,1.15,1.1,
VAM TOP HC,Stainless Steel,6.625,Box,11,2099.00,1.35,1.15,1.1,
VAM TOP HC,Ni Alloy,6.625,Box,11,1138.00,1.35,1.15,1.1,
VAM TOP HC,LAS Low Yield (<110MY),6.625,Box,31,1998.00,1.35,1.15,1.1,
VAM TOP HC,LAS High Yield (>110MY),6.625,Box,31,1956.00,1.35,1.15,1.1,
VAM TOP HC,Low Chrome (up to 13CR),6.625,Box,31,840.00,1.35,1.15,1.1,
VAM TOP HC,High Chrome (S13CR and up),6.625,Box,31,1944.00,1.35,1.15,1.1,
VAM TOP HC,Stainless Steel,6.625,Box,31,1576.00,1.35,1.15,1.1,
VAM TOP HC,Ni Alloy,6.625,Box,31,2242.00,1.35,1.15,1.1,
VAM TOP HT,LAS Low Yield (<110MY),6.625,Box,1,1016.00,1.35,1.15,1.1,
VAM TOP HT,LAS High Yield (>110MY),6.625,Box,1,617.00,1.35,1.15,1.1,
VAM TOP HT,Low Chrome (up to 13CR),6.625,Box,1,933.00,1.35,1.15,1.1,
VAM TOP HT,High Chrome (S13CR and up),6.625,Box,1,1006.00,1.35,1.15,1.1,
VAM TOP HT,Stainless Steel,6.625,Box,1,1681.00,1.35,1.15,1.1,
VAM TOP HT,Ni Alloy,6.625,Box,1,1294.00,1.35,1.15,1.1,
VAM TOP HT,LAS Low Yield (<110MY),6.625,Box,2,1455.00,1.35,1.15,1.1,
VAM TOP HT,LAS High Yield (>110MY),6.625,Box,2,1795.00,1.35,1.15,1.1,
VAM TOP HT,Low Chrome (up to 13CR),6.625,Box,2,2067.00,1.35,1.15,1.1,
VAM TOP HT,High Chrome (S13CR and up),6.625,Box,2,1380.00,1.35,1.15,1.1,
VAM TOP HT,Stainless Steel,6.625,Box,2,669.00,1.35,1.15,1.1,
VAM TOP HT,Ni Alloy,6.625,Box,2,1415.00,1.35,1.15,1.1,
VAM TOP HT,LAS Low Yield (<110MY),6.625,Box,5,1641.00,1.35,1.15,1.1,
VAM TOP HT,LAS High Yield (>110MY),6.625,Box,5,1212.00,1.35,1.15,1.1,
VAM TOP HT,Low Chrome (up to 13CR),6.625,Box,5,1742.00,1.35,1.15,1.1,
VAM TOP HT,High Chrome (S13CR and up),6.625,Box,5,636.00,1.35,1.15,1.1,
VAM TOP HT,Stainless Steel,6.625,Box,5,2058.00,1.35,1.15,1.1,
VAM TOP HT,Ni Alloy,6.625,Box,5,1310.00,1.35,1.15,1.1,
VAM TOP HT,LAS Low Yield (<110MY),6.625,Box,11,895.00,1.35,1.15,1.1,
VAM TOP HT,LAS High Yield (>110MY),6.625,Box,11,1312.00,1.35,1.15,1.1,
VAM TOP HT,Low Chrome (up to 13CR),6.625,Box,11,1282.00,1.35,1.15,1.1,
VAM TOP HT,High Chrome (S13CR and up),6.625,Box,11,595.00,1.35,1.15,1.1,
VAM TOP HT,Stainless Steel,6.625,Box,11,2099.00,1.35,1.15,1.1,
VAM TOP HT,Ni Alloy,6.625,Box,11,2197.00,1.35,1.15,1.1,
VAM TOP HT,LAS Low Yield (<110MY),6.625,Box,31,1741.00,1.35,1.15,1.1,
VAM TOP HT,LAS High Yield (>110MY),6.625,Box,31,1963.00,1.35,1.15,1.1,
VAM TOP HT,Low Chrome (up to 13CR),6.625,Box,31,542.00,1.35,1.15,1.1,
VAM TOP HT,High Chrome (S13CR and up),6.625,Box,31,1800.00,1.35,1.15,1.1,
VAM TOP HT,Stainless Steel,6.625,Box,31,1617.00,1.35,1.15,1.1,
VAM TOP HT,Ni Alloy,6.625,Box,31,2018.00,1.35,1.15,1.1,
NEW VAM,LAS Low Yield (<110MY),7,Box,1,1022.00,1.35,1.15,1.1,
NEW VAM,LAS High Yield (>110MY),7,Box,1,1869.00,1.35,1.15,1.1,
NEW VAM,Low Chrome (up to 13CR),7,Box,1,1162.00,1.35,1.15,1.1,
NEW VAM,High Chrome (S13CR and up),7,Box,1,2363.00,1.35,1.15,1.1,
NEW VAM,Stainless Steel,7,Box,1,913.00,1.35,1.15,1.1,
NEW VAM,Ni Alloy,7,Box,1,1577.00,1.35,1.15,1.1,
NEW VAM,LAS Low Yield (<110MY),7,Box,2,2420.00,1.35,1.15,1.1,
NEW VAM,LAS High Yield (>110MY),7,Box,2,574.00,1.35,1.15,1.1,
NEW VAM,Low Chrome (up to 13CR),7,Box,2,2198.00,1.35,1.15,1.1,
NEW VAM,High Chrome (S13CR and up),7,Box,2,2160.00,1.35,1.15,1.1,
NEW VAM,Stainless Steel,7,Box,2,794.00,1.35,1.15,1.1,
NEW VAM,Ni Alloy,7,Box,2,1726.00,1.35,1.15,1.1,
NEW VAM,LAS Low Yield (<110MY),7,Box,5,613.00,1.35,1.15,1.1,
NEW VAM,LAS High Yield (>110MY),7,Box,5,2334.00,1.35,1.15,1.1,
NEW VAM,Low Chrome (up to 13CR),7,Box,5,1782.00,1.35,1.15,1.1,
NEW VAM,High Chrome (S13CR and up),7,Box,5,1916.00,1.35,1.15,1.1,
NEW VAM,Stainless Steel,7,Box,5,1551.00,1.35,1.15,1.1,
NEW VAM,Ni Alloy,7,Box,5,1931.00,1.35,1.15,1.1,
NEW VAM,LAS Low Yield (<110MY),7,Box,11,2016.00,1.35,1.15,1.1,
NEW VAM,LAS High Yield (>110MY),7,Box,11,2024.00,1.35,1.15,1.1,
NEW VAM,Low Chrome (up to 13CR),7,Box,11,889.00,1.35,1.15,1.1,
NEW VAM,High Chrome (S13CR and up),7,Box,11,762.00,1.35,1.15,1.1,
NEW VAM,Stainless Steel,7,Box,11,1078.00,1.35,1.15,1.1,
NEW VAM,Ni Alloy,7,Box,11,2181.00,1.35,1.15,1.1,
NEW VAM,LAS Low Yield (<110MY),7,Box,31,1340.00,1.35,1.15,1.1,
NEW VAM,LAS High Yield (>110MY),7,Box,31,1592.00,1.35,1.15,1.1,
NEW VAM,Low Chrome (up to 13CR),7,Box,31,549.00,1.35,1.15,1.1,
NEW VAM,High Chrome (S13CR and up),7,Box,31,726.00,1.35,1.15,1.1,
NEW VAM,Stainless Steel,7,Box,31,2188.00,1.35,1.15,1.1,
NEW VAM,Ni Alloy,7,Box,31,554.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),7,Box,1,2480.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),7,Box,1,1355.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),7,Box,1,2175.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),7,Box,1,1578.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,7,Box,1,1686.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,7,Box,1,515.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),7,Box,2,2318.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),7,Box,2,2186.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),7,Box,2,2331.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),7,Box,2,1893.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,7,Box,2,1993.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,7,Box,2,1125.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),7,Box,5,2195.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),7,Box,5,1985.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),7,Box,5,663.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),7,Box,5,2383.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,7,Box,5,1467.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,7,Box,5,613.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),7,Box,11,2369.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),7,Box,11,1340.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),7,Box,11,2237.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),7,Box,11,1540.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,7,Box,11,902.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,7,Box,11,935.00,1.35,1.15,1.1,
VAM 21,LAS Low Yield (<110MY),7,Box,31,1462.00,1.35,1.15,1.1,
VAM 21,LAS High Yield (>110MY),7,Box,31,1144.00,1.35,1.15,1.1,
VAM 21,Low Chrome (up to 13CR),7,Box,31,534.00,1.35,1.15,1.1,
VAM 21,High Chrome (S13CR and up),7,Box,31,889.00,1.35,1.15,1.1,
VAM 21,Stainless Steel,7,Box,31,1578.00,1.35,1.15,1.1,
VAM 21,Ni Alloy,7,Box,31,1190.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),7,Box,1,1963.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),7,Box,1,1843.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),7,Box,1,987.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),7,Box,1,994.00,1.35,1.15,1.1,
VAM 21 HT,Stainless Steel,7,Box,1,1607.00,1.35,1.15,1.1,
VAM 21 HT,Ni Alloy,7,Box,1,1295.00,1.35,1.15,1.1,
VAM 21 HT,LAS Low Yield (<110MY),7,Box,2,2165.00,1.35,1.15,1.1,
VAM 21 HT,LAS High Yield (>110MY),7,Box,2,965.00,1.35,1.15,1.1,
VAM 21 HT,Low Chrome (up to 13CR),7,Box,2,2431.00,1.35,1.15,1.1,
VAM 21 HT,High Chrome (S13CR and up),7,Box,2,2150.00,1.35,1.15,1.1,
